record_id,title,abstract,year,seed_theme,record_type,text_for_embedding
cancer-immunotherapy-x-0255,Integrated analysis of neoantigen vaccination with colitis: study 255,"This paper links priming effect and treatment sequence to toxicity grading and immune-related adverse event. The framing emphasizes validation cohort, dose optimization, and translational biomarker across mixed translational contexts.",2022,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 255 [SEP] This paper links priming effect and treatment sequence to toxicity grading and immune-related adverse event. The framing emphasizes validation cohort, dose optimization, and translational biomarker across mixed translational contexts."
cancer-immunotherapy-01-0053,Biomarker mapping for PD-1 response: study 53,"This study examines PD-1 response through predictive assay, response stratification, and immune exclusion. It also discusses links to priming effect and adaptive resistance, alongside validation cohort and molecular profiling.",2024,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 53 [SEP] This study examines PD-1 response through predictive assay, response stratification, and immune exclusion. It also discusses links to priming effect and adaptive resistance, alongside validation cohort and molecular profiling."
cancer-immunotherapy-02-0145,Spatial and single-cell profiling of immune niches: study 145,"This study examines immune niches through tissue architecture, spatial atlas, and myeloid state. It also discusses links to treatment sequence and adaptive resistance, alongside patient stratification and mechanism of resistance.",2021,Microenvironment profiling,core,"Spatial and single-cell profiling of immune niches: study 145 [SEP] This study examines immune niches through tissue architecture, spatial atlas, and myeloid state. It also discusses links to treatment sequence and adaptive resistance, alongside patient stratification and mechanism of resistance."
cancer-immunotherapy-04-0264,Management of immune-related endocrinopathies: study 264,"This study examines endocrinopathies through toxicity grading, immune-related adverse event, and rechallenge strategy. It also discusses links to priming effect and treatment sequence, alongside real-world evidence and molecular profiling.",2022,Toxicity management,core,"Management of immune-related endocrinopathies: study 264 [SEP] This study examines endocrinopathies through toxicity grading, immune-related adverse event, and rechallenge strategy. It also discusses links to priming effect and treatment sequence, alongside real-world evidence and molecular profiling."
cancer-immunotherapy-r-0277,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination","This review connects checkpoint blockade, spatial atlas, synergy signal, and steroid management. It frames the field around early-phase trial, patient stratification, dose optimization, and mechanism of resistance.",2022,review-like mixed corpus,review,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination [SEP] This review connects checkpoint blockade, spatial atlas, synergy signal, and steroid management. It frames the field around early-phase trial, patient stratification, dose optimization, and mechanism of resistance."
cancer-immunotherapy-02-0401,Spatial and single-cell profiling of immune niches: study 401,"This study examines immune niches through spatial atlas, immune contexture, and single-cell profiling. It also discusses links to immune-related adverse event and clinical triage, alongside molecular profiling and mechanism of resistance.",2025,Microenvironment profiling,core,"Spatial and single-cell profiling of immune niches: study 401 [SEP] This study examines immune niches through spatial atlas, immune contexture, and single-cell profiling. It also discusses links to immune-related adverse event and clinical triage, alongside molecular profiling and mechanism of resistance."
cancer-immunotherapy-03-0074,Combination immunotherapy strategy in radiotherapy priming: study 74,"This study examines radiotherapy priming through priming effect, synergy signal, and vaccine strategy. It also discusses links to interferon signaling and checkpoint blockade, alongside real-world evidence and portfolio review.",2023,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 74 [SEP] This study examines radiotherapy priming through priming effect, synergy signal, and vaccine strategy. It also discusses links to interferon signaling and checkpoint blockade, alongside real-world evidence and portfolio review."
cancer-immunotherapy-01-0473,Biomarker mapping for PD-1 response: study 473,"This study examines PD-1 response through immune exclusion, checkpoint blockade, and response stratification. It also discusses links to priming effect and vaccine strategy, alongside translational biomarker and real-world evidence.",2024,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 473 [SEP] This study examines PD-1 response through immune exclusion, checkpoint blockade, and response stratification. It also discusses links to priming effect and vaccine strategy, alongside translational biomarker and real-world evidence."
cancer-immunotherapy-r-0239,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects predictive assay, immune contexture, treatment sequence, and rechallenge strategy. It frames the field around early-phase trial, portfolio review, molecular profiling, and translational biomarker.",2020,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects predictive assay, immune contexture, treatment sequence, and rechallenge strategy. It frames the field around early-phase trial, portfolio review, molecular profiling, and translational biomarker."
cancer-immunotherapy-r-0047,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects selection biomarker, spatial atlas, adaptive resistance, and rechallenge strategy. It frames the field around mechanism of resistance, patient stratification, clinical development, and validation cohort.",2020,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects selection biomarker, spatial atlas, adaptive resistance, and rechallenge strategy. It frames the field around mechanism of resistance, patient stratification, clinical development, and validation cohort."
cancer-immunotherapy-01-0045,Biomarker mapping for PD-1 response: study 45,"This study examines PD-1 response through checkpoint blockade, immune exclusion, and response stratification. It also discusses links to safety monitoring and clinical triage, alongside clinical development and patient stratification.",2022,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 45 [SEP] This study examines PD-1 response through checkpoint blockade, immune exclusion, and response stratification. It also discusses links to safety monitoring and clinical triage, alongside clinical development and patient stratification."
cancer-immunotherapy-01-0290,Biomarker mapping for PD-L1 scoring: study 290,"This study examines PD-L1 scoring through selection biomarker, response stratification, and immune exclusion. It also discusses links to combination regimen and vaccine strategy, alongside molecular profiling and real-world evidence.",2021,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 290 [SEP] This study examines PD-L1 scoring through selection biomarker, response stratification, and immune exclusion. It also discusses links to combination regimen and vaccine strategy, alongside molecular profiling and real-world evidence."
cancer-immunotherapy-02-0413,Spatial and single-cell profiling of immune niches: study 413,"This study examines immune niches through myeloid state, tissue architecture, and stromal barrier. It also discusses links to steroid management and rechallenge strategy, alongside dose optimization and portfolio review.",2025,Microenvironment profiling,core,"Spatial and single-cell profiling of immune niches: study 413 [SEP] This study examines immune niches through myeloid state, tissue architecture, and stromal barrier. It also discusses links to steroid management and rechallenge strategy, alongside dose optimization and portfolio review."
cancer-immunotherapy-x-0084,Integrated analysis of endocrinopathies with interferon-gamma signatures: study 84,"This paper links safety monitoring and steroid management to immune exclusion and predictive assay. The framing emphasizes patient stratification, dose optimization, and real-world evidence across mixed translational contexts.",2025,Toxicity management + Checkpoint biomarkers,crossover,"Integrated analysis of endocrinopathies with interferon-gamma signatures: study 84 [SEP] This paper links safety monitoring and steroid management to immune exclusion and predictive assay. The framing emphasizes patient stratification, dose optimization, and real-world evidence across mixed translational contexts."
cancer-immunotherapy-03-0361,Combination immunotherapy strategy in VEGF blockade: study 361,"This study examines VEGF blockade through treatment sequence, vaccine strategy, and combination regimen. It also discusses links to safety monitoring and steroid management, alongside dose optimization and validation cohort.",2022,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 361 [SEP] This study examines VEGF blockade through treatment sequence, vaccine strategy, and combination regimen. It also discusses links to safety monitoring and steroid management, alongside dose optimization and validation cohort."
cancer-immunotherapy-r-0396,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects interferon signaling, immune contexture, treatment sequence, and immune-related adverse event. It frames the field around mechanism of resistance, real-world evidence, molecular profiling, and validation cohort.",2021,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects interferon signaling, immune contexture, treatment sequence, and immune-related adverse event. It frames the field around mechanism of resistance, real-world evidence, molecular profiling, and validation cohort."
cancer-immunotherapy-r-0104,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects interferon signaling, tissue architecture, adaptive resistance, and clinical triage. It frames the field around translational biomarker, molecular profiling, portfolio review, and early-phase trial.",2023,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects interferon signaling, tissue architecture, adaptive resistance, and clinical triage. It frames the field around translational biomarker, molecular profiling, portfolio review, and early-phase trial."
cancer-immunotherapy-03-0227,Combination immunotherapy strategy in neoantigen vaccination: study 227,"This study examines neoantigen vaccination through adaptive resistance, synergy signal, and vaccine strategy. It also discusses links to predictive assay and immune exclusion, alongside validation cohort and mechanism of resistance.",2020,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 227 [SEP] This study examines neoantigen vaccination through adaptive resistance, synergy signal, and vaccine strategy. It also discusses links to predictive assay and immune exclusion, alongside validation cohort and mechanism of resistance."
cancer-immunotherapy-01-0297,Biomarker mapping for PD-1 response: study 297,"This study examines PD-1 response through selection biomarker, immune exclusion, and response stratification. It also discusses links to steroid management and safety monitoring, alongside patient stratification and validation cohort.",2022,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 297 [SEP] This study examines PD-1 response through selection biomarker, immune exclusion, and response stratification. It also discusses links to steroid management and safety monitoring, alongside patient stratification and validation cohort."
cancer-immunotherapy-03-0242,Combination immunotherapy strategy in radiotherapy priming: study 242,"This study examines radiotherapy priming through combination regimen, treatment sequence, and synergy signal. It also discusses links to response stratification and selection biomarker, alongside patient stratification and dose optimization.",2023,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 242 [SEP] This study examines radiotherapy priming through combination regimen, treatment sequence, and synergy signal. It also discusses links to response stratification and selection biomarker, alongside patient stratification and dose optimization."
cancer-immunotherapy-03-0006,Combination immunotherapy strategy in radiotherapy priming: study 6,"This study examines radiotherapy priming through treatment sequence, priming effect, and vaccine strategy. It also discusses links to myeloid state and stromal barrier, alongside real-world evidence and translational biomarker.",2021,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 6 [SEP] This study examines radiotherapy priming through treatment sequence, priming effect, and vaccine strategy. It also discusses links to myeloid state and stromal barrier, alongside real-world evidence and translational biomarker."
cancer-immunotherapy-04-0166,Management of immune-related myocarditis: study 166,"This study examines myocarditis through steroid management, rechallenge strategy, and clinical triage. It also discusses links to selection biomarker and predictive assay, alongside portfolio review and validation cohort.",2020,Toxicity management,core,"Management of immune-related myocarditis: study 166 [SEP] This study examines myocarditis through steroid management, rechallenge strategy, and clinical triage. It also discusses links to selection biomarker and predictive assay, alongside portfolio review and validation cohort."
cancer-immunotherapy-02-0247,Spatial and single-cell profiling of lymphocyte states: study 247,"This study examines lymphocyte states through tissue architecture, stromal barrier, and spatial atlas. It also discusses links to priming effect and vaccine strategy, alongside validation cohort and dose optimization.",2021,Microenvironment profiling,core,"Spatial and single-cell profiling of lymphocyte states: study 247 [SEP] This study examines lymphocyte states through tissue architecture, stromal barrier, and spatial atlas. It also discusses links to priming effect and vaccine strategy, alongside validation cohort and dose optimization."
cancer-immunotherapy-r-0352,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects checkpoint blockade, stromal barrier, combination regimen, and toxicity grading. It frames the field around early-phase trial, patient stratification, portfolio review, and real-world evidence.",2025,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects checkpoint blockade, stromal barrier, combination regimen, and toxicity grading. It frames the field around early-phase trial, patient stratification, portfolio review, and real-world evidence."
cancer-immunotherapy-01-0292,Biomarker mapping for T-cell exhaustion: study 292,"This study examines T-cell exhaustion through selection biomarker, response stratification, and immune exclusion. It also discusses links to immune contexture and stromal barrier, alongside validation cohort and clinical development.",2023,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 292 [SEP] This study examines T-cell exhaustion through selection biomarker, response stratification, and immune exclusion. It also discusses links to immune contexture and stromal barrier, alongside validation cohort and clinical development."
cancer-immunotherapy-02-0282,Spatial and single-cell profiling of macrophage barriers: study 282,"This study examines macrophage barriers through single-cell profiling, immune contexture, and stromal barrier. It also discusses links to predictive assay and checkpoint blockade, alongside molecular profiling and validation cohort.",2020,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 282 [SEP] This study examines macrophage barriers through single-cell profiling, immune contexture, and stromal barrier. It also discusses links to predictive assay and checkpoint blockade, alongside molecular profiling and validation cohort."
cancer-immunotherapy-x-0145,Integrated analysis of PD-1 response with immune niches: study 145,"This paper links checkpoint blockade and interferon signaling to tissue architecture and stromal barrier. The framing emphasizes dose optimization, patient stratification, and mechanism of resistance across mixed translational contexts.",2020,Checkpoint biomarkers + Microenvironment profiling,crossover,"Integrated analysis of PD-1 response with immune niches: study 145 [SEP] This paper links checkpoint blockade and interferon signaling to tissue architecture and stromal barrier. The framing emphasizes dose optimization, patient stratification, and mechanism of resistance across mixed translational contexts."
cancer-immunotherapy-01-0323,Biomarker mapping for interferon-gamma signatures: study 323,"This study examines interferon-gamma signatures through interferon signaling, predictive assay, and checkpoint blockade. It also discusses links to combination regimen and vaccine strategy, alongside translational biomarker and real-world evidence.",2024,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 323 [SEP] This study examines interferon-gamma signatures through interferon signaling, predictive assay, and checkpoint blockade. It also discusses links to combination regimen and vaccine strategy, alongside translational biomarker and real-world evidence."
cancer-immunotherapy-01-0299,Biomarker mapping for interferon-gamma signatures: study 299,"This study examines interferon-gamma signatures through response stratification, interferon signaling, and checkpoint blockade. It also discusses links to combination regimen and adaptive resistance, alongside validation cohort and portfolio review.",2024,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 299 [SEP] This study examines interferon-gamma signatures through response stratification, interferon signaling, and checkpoint blockade. It also discusses links to combination regimen and adaptive resistance, alongside validation cohort and portfolio review."
cancer-immunotherapy-03-0299,Combination immunotherapy strategy in neoantigen vaccination: study 299,"This study examines neoantigen vaccination through treatment sequence, adaptive resistance, and priming effect. It also discusses links to interferon signaling and immune exclusion, alongside dose optimization and validation cohort.",2020,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 299 [SEP] This study examines neoantigen vaccination through treatment sequence, adaptive resistance, and priming effect. It also discusses links to interferon signaling and immune exclusion, alongside dose optimization and validation cohort."
cancer-immunotherapy-01-0195,Biomarker mapping for interferon-gamma signatures: study 195,"This study examines interferon-gamma signatures through immune exclusion, selection biomarker, and checkpoint blockade. It also discusses links to rechallenge strategy and toxicity grading, alongside validation cohort and dose optimization.",2022,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 195 [SEP] This study examines interferon-gamma signatures through immune exclusion, selection biomarker, and checkpoint blockade. It also discusses links to rechallenge strategy and toxicity grading, alongside validation cohort and dose optimization."
cancer-immunotherapy-01-0064,Biomarker mapping for T-cell exhaustion: study 64,"This study examines T-cell exhaustion through response stratification, selection biomarker, and interferon signaling. It also discusses links to immune contexture and myeloid state, alongside real-world evidence and dose optimization.",2023,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 64 [SEP] This study examines T-cell exhaustion through response stratification, selection biomarker, and interferon signaling. It also discusses links to immune contexture and myeloid state, alongside real-world evidence and dose optimization."
cancer-immunotherapy-01-0394,Biomarker mapping for PD-L1 scoring: study 394,"This study examines PD-L1 scoring through checkpoint blockade, selection biomarker, and predictive assay. It also discusses links to immune contexture and tissue architecture, alongside validation cohort and dose optimization.",2023,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 394 [SEP] This study examines PD-L1 scoring through checkpoint blockade, selection biomarker, and predictive assay. It also discusses links to immune contexture and tissue architecture, alongside validation cohort and dose optimization."
cancer-immunotherapy-02-0228,Spatial and single-cell profiling of tumor microenvironment: study 228,"This study examines tumor microenvironment through myeloid state, immune contexture, and stromal barrier. It also discusses links to interferon signaling and immune exclusion, alongside clinical development and portfolio review.",2020,Microenvironment profiling,core,"Spatial and single-cell profiling of tumor microenvironment: study 228 [SEP] This study examines tumor microenvironment through myeloid state, immune contexture, and stromal barrier. It also discusses links to interferon signaling and immune exclusion, alongside clinical development and portfolio review."
cancer-immunotherapy-04-0084,Management of immune-related endocrinopathies: study 84,"This study examines endocrinopathies through rechallenge strategy, toxicity grading, and safety monitoring. It also discusses links to priming effect and treatment sequence, alongside mechanism of resistance and patient stratification.",2022,Toxicity management,core,"Management of immune-related endocrinopathies: study 84 [SEP] This study examines endocrinopathies through rechallenge strategy, toxicity grading, and safety monitoring. It also discusses links to priming effect and treatment sequence, alongside mechanism of resistance and patient stratification."
cancer-immunotherapy-04-0048,Management of immune-related endocrinopathies: study 48,"This study examines endocrinopathies through clinical triage, rechallenge strategy, and toxicity grading. It also discusses links to synergy signal and treatment sequence, alongside early-phase trial and clinical development.",2022,Toxicity management,core,"Management of immune-related endocrinopathies: study 48 [SEP] This study examines endocrinopathies through clinical triage, rechallenge strategy, and toxicity grading. It also discusses links to synergy signal and treatment sequence, alongside early-phase trial and clinical development."
cancer-immunotherapy-x-0426,Integrated analysis of macrophage barriers with neoantigen vaccination: study 426,"This paper links single-cell profiling and tissue architecture to treatment sequence and synergy signal. The framing emphasizes real-world evidence, clinical development, and mechanism of resistance across mixed translational contexts.",2025,Microenvironment profiling + Combination strategy,crossover,"Integrated analysis of macrophage barriers with neoantigen vaccination: study 426 [SEP] This paper links single-cell profiling and tissue architecture to treatment sequence and synergy signal. The framing emphasizes real-world evidence, clinical development, and mechanism of resistance across mixed translational contexts."
cancer-immunotherapy-01-0015,Biomarker mapping for interferon-gamma signatures: study 15,"This study examines interferon-gamma signatures through interferon signaling, predictive assay, and response stratification. It also discusses links to immune-related adverse event and safety monitoring, alongside patient stratification and portfolio review.",2022,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 15 [SEP] This study examines interferon-gamma signatures through interferon signaling, predictive assay, and response stratification. It also discusses links to immune-related adverse event and safety monitoring, alongside patient stratification and portfolio review."
cancer-immunotherapy-r-0068,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects checkpoint blockade, stromal barrier, combination regimen, and immune-related adverse event. It frames the field around dose optimization, translational biomarker, early-phase trial, and portfolio review.",2023,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects checkpoint blockade, stromal barrier, combination regimen, and immune-related adverse event. It frames the field around dose optimization, translational biomarker, early-phase trial, and portfolio review."
cancer-immunotherapy-04-0101,Management of immune-related colitis: study 101,"This study examines colitis through rechallenge strategy, steroid management, and safety monitoring. It also discusses links to stromal barrier and myeloid state, alongside clinical development and translational biomarker.",2021,Toxicity management,core,"Management of immune-related colitis: study 101 [SEP] This study examines colitis through rechallenge strategy, steroid management, and safety monitoring. It also discusses links to stromal barrier and myeloid state, alongside clinical development and translational biomarker."
cancer-immunotherapy-03-0091,Combination immunotherapy strategy in neoantigen vaccination: study 91,"This study examines neoantigen vaccination through combination regimen, treatment sequence, and synergy signal. It also discusses links to clinical triage and rechallenge strategy, alongside clinical development and dose optimization.",2022,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 91 [SEP] This study examines neoantigen vaccination through combination regimen, treatment sequence, and synergy signal. It also discusses links to clinical triage and rechallenge strategy, alongside clinical development and dose optimization."
cancer-immunotherapy-x-0112,Integrated analysis of endocrinopathies with interferon-gamma signatures: study 112,"This paper links safety monitoring and toxicity grading to immune exclusion and predictive assay. The framing emphasizes patient stratification, real-world evidence, and clinical development across mixed translational contexts.",2023,Toxicity management + Checkpoint biomarkers,crossover,"Integrated analysis of endocrinopathies with interferon-gamma signatures: study 112 [SEP] This paper links safety monitoring and toxicity grading to immune exclusion and predictive assay. The framing emphasizes patient stratification, real-world evidence, and clinical development across mixed translational contexts."
cancer-immunotherapy-01-0204,Biomarker mapping for T-cell exhaustion: study 204,"This study examines T-cell exhaustion through selection biomarker, interferon signaling, and response stratification. It also discusses links to immune-related adverse event and safety monitoring, alongside mechanism of resistance and validation cohort.",2025,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 204 [SEP] This study examines T-cell exhaustion through selection biomarker, interferon signaling, and response stratification. It also discusses links to immune-related adverse event and safety monitoring, alongside mechanism of resistance and validation cohort."
cancer-immunotherapy-x-0419,Integrated analysis of neoantigen vaccination with colitis: study 419,"This paper links vaccine strategy and combination regimen to immune-related adverse event and steroid management. The framing emphasizes real-world evidence, clinical development, and validation cohort across mixed translational contexts.",2024,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 419 [SEP] This paper links vaccine strategy and combination regimen to immune-related adverse event and steroid management. The framing emphasizes real-world evidence, clinical development, and validation cohort across mixed translational contexts."
cancer-immunotherapy-01-0153,Biomarker mapping for PD-1 response: study 153,"This study examines PD-1 response through immune exclusion, interferon signaling, and checkpoint blockade. It also discusses links to immune-related adverse event and safety monitoring, alongside dose optimization and clinical development.",2022,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 153 [SEP] This study examines PD-1 response through immune exclusion, interferon signaling, and checkpoint blockade. It also discusses links to immune-related adverse event and safety monitoring, alongside dose optimization and clinical development."
cancer-immunotherapy-r-0402,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation","This review connects immune exclusion, single-cell profiling, synergy signal, and immune-related adverse event. It frames the field around translational biomarker, molecular profiling, real-world evidence, and mechanism of resistance.",2021,review-like mixed corpus,review,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation [SEP] This review connects immune exclusion, single-cell profiling, synergy signal, and immune-related adverse event. It frames the field around translational biomarker, molecular profiling, real-world evidence, and mechanism of resistance."
cancer-immunotherapy-03-0360,Combination immunotherapy strategy in bispecific activation: study 360,"This study examines bispecific activation through vaccine strategy, synergy signal, and priming effect. It also discusses links to immune contexture and tissue architecture, alongside real-world evidence and validation cohort.",2021,Combination strategy,core,"Combination immunotherapy strategy in bispecific activation: study 360 [SEP] This study examines bispecific activation through vaccine strategy, synergy signal, and priming effect. It also discusses links to immune contexture and tissue architecture, alongside real-world evidence and validation cohort."
cancer-immunotherapy-02-0273,Spatial and single-cell profiling of immune niches: study 273,"This study examines immune niches through stromal barrier, tissue architecture, and spatial atlas. It also discusses links to selection biomarker and interferon signaling, alongside clinical development and validation cohort.",2023,Microenvironment profiling,core,"Spatial and single-cell profiling of immune niches: study 273 [SEP] This study examines immune niches through stromal barrier, tissue architecture, and spatial atlas. It also discusses links to selection biomarker and interferon signaling, alongside clinical development and validation cohort."
cancer-immunotherapy-r-0179,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects predictive assay, spatial atlas, combination regimen, and toxicity grading. It frames the field around translational biomarker, molecular profiling, patient stratification, and clinical development.",2020,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects predictive assay, spatial atlas, combination regimen, and toxicity grading. It frames the field around translational biomarker, molecular profiling, patient stratification, and clinical development."
cancer-immunotherapy-03-0002,Combination immunotherapy strategy in radiotherapy priming: study 2,"This study examines radiotherapy priming through adaptive resistance, priming effect, and synergy signal. It also discusses links to response stratification and selection biomarker, alongside translational biomarker and mechanism of resistance.",2023,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 2 [SEP] This study examines radiotherapy priming through adaptive resistance, priming effect, and synergy signal. It also discusses links to response stratification and selection biomarker, alongside translational biomarker and mechanism of resistance."
