record_id,title,abstract,year,seed_theme,record_type,text_for_embedding
protac-landscape-x-0255,Integrated analysis of residence time with oral degraders: study 255,"This paper links structural model and kinetic reasoning to oral exposure and brain penetration. The framing emphasizes validation cohort, translational biomarker, and mechanism of resistance across mixed translational contexts.",2022,Ternary complex + PK and translation,crossover,"Integrated analysis of residence time with oral degraders: study 255 [SEP] This paper links structural model and kinetic reasoning to oral exposure and brain penetration. The framing emphasizes validation cohort, translational biomarker, and mechanism of resistance across mixed translational contexts."
protac-landscape-01-0053,Degrader design for kinase targets: study 53,"This study examines kinase targets through linker chemistry, warhead design, and structure-activity relationship. It also discusses links to structural model and cooperativity, alongside translational biomarker and portfolio review.",2024,Degrader chemistry,core,"Degrader design for kinase targets: study 53 [SEP] This study examines kinase targets through linker chemistry, warhead design, and structure-activity relationship. It also discusses links to structural model and cooperativity, alongside translational biomarker and portfolio review."
protac-landscape-02-0145,E3 ligase selection in CRBN programs: study 145,"This study examines CRBN programs through cell context, ligase expression, and selective degradation. It also discusses links to cooperativity and binding geometry, alongside real-world evidence and clinical development.",2021,Ligase biology,core,"E3 ligase selection in CRBN programs: study 145 [SEP] This study examines CRBN programs through cell context, ligase expression, and selective degradation. It also discusses links to cooperativity and binding geometry, alongside real-world evidence and clinical development."
protac-landscape-04-0264,Exposure translation for human dose projection: study 264,"This study examines human dose projection through dose projection, brain penetration, and distribution challenge. It also discusses links to ternary complex and binding geometry, alongside real-world evidence and validation cohort.",2022,PK and translation,core,"Exposure translation for human dose projection: study 264 [SEP] This study examines human dose projection through dose projection, brain penetration, and distribution challenge. It also discusses links to ternary complex and binding geometry, alongside real-world evidence and validation cohort."
protac-landscape-r-0277,"Landscape review of kinase targets, VHL recruiters, and residence time","This review connects permeability challenge, tissue dependence, binding geometry, and brain penetration. It frames the field around translational biomarker, real-world evidence, validation cohort, and dose optimization.",2022,review-like mixed corpus,review,"Landscape review of kinase targets, VHL recruiters, and residence time [SEP] This review connects permeability challenge, tissue dependence, binding geometry, and brain penetration. It frames the field around translational biomarker, real-world evidence, validation cohort, and dose optimization."
protac-landscape-02-0401,E3 ligase selection in CRBN programs: study 401,"This study examines CRBN programs through recruiter choice, selective degradation, and ligase expression. It also discusses links to distribution challenge and dose projection, alongside dose optimization and molecular profiling.",2025,Ligase biology,core,"E3 ligase selection in CRBN programs: study 401 [SEP] This study examines CRBN programs through recruiter choice, selective degradation, and ligase expression. It also discusses links to distribution challenge and dose projection, alongside dose optimization and molecular profiling."
protac-landscape-03-0074,Ternary complex modeling for structural dynamics: study 74,"This study examines structural dynamics through ternary complex, cooperativity, and selectivity logic. It also discusses links to permeability challenge and linker chemistry, alongside dose optimization and validation cohort.",2023,Ternary complex,core,"Ternary complex modeling for structural dynamics: study 74 [SEP] This study examines structural dynamics through ternary complex, cooperativity, and selectivity logic. It also discusses links to permeability challenge and linker chemistry, alongside dose optimization and validation cohort."
protac-landscape-01-0473,Degrader design for kinase targets: study 473,"This study examines kinase targets through permeability challenge, structure-activity relationship, and degrader optimization. It also discusses links to cooperativity and kinetic reasoning, alongside clinical development and early-phase trial.",2024,Degrader chemistry,core,"Degrader design for kinase targets: study 473 [SEP] This study examines kinase targets through permeability challenge, structure-activity relationship, and degrader optimization. It also discusses links to cooperativity and kinetic reasoning, alongside clinical development and early-phase trial."
protac-landscape-r-0239,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction","This review connects permeability challenge, cell context, kinetic reasoning, and distribution challenge. It frames the field around molecular profiling, patient stratification, portfolio review, and real-world evidence.",2020,review-like mixed corpus,review,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction [SEP] This review connects permeability challenge, cell context, kinetic reasoning, and distribution challenge. It frames the field around molecular profiling, patient stratification, portfolio review, and real-world evidence."
protac-landscape-r-0047,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction","This review connects degrader optimization, ligase expression, kinetic reasoning, and development path. It frames the field around patient stratification, dose optimization, early-phase trial, and molecular profiling.",2020,review-like mixed corpus,review,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction [SEP] This review connects degrader optimization, ligase expression, kinetic reasoning, and development path. It frames the field around patient stratification, dose optimization, early-phase trial, and molecular profiling."
protac-landscape-01-0045,Degrader design for kinase targets: study 45,"This study examines kinase targets through structure-activity relationship, linker chemistry, and permeability challenge. It also discusses links to distribution challenge and oral exposure, alongside translational biomarker and validation cohort.",2022,Degrader chemistry,core,"Degrader design for kinase targets: study 45 [SEP] This study examines kinase targets through structure-activity relationship, linker chemistry, and permeability challenge. It also discusses links to distribution challenge and oral exposure, alongside translational biomarker and validation cohort."
protac-landscape-01-0290,Degrader design for transcription factors: study 290,"This study examines transcription factors through linker chemistry, chemical series, and degrader optimization. It also discusses links to kinetic reasoning and selectivity logic, alongside validation cohort and molecular profiling.",2021,Degrader chemistry,core,"Degrader design for transcription factors: study 290 [SEP] This study examines transcription factors through linker chemistry, chemical series, and degrader optimization. It also discusses links to kinetic reasoning and selectivity logic, alongside validation cohort and molecular profiling."
protac-landscape-02-0413,E3 ligase selection in CRBN programs: study 413,"This study examines CRBN programs through recruiter choice, cell context, and selective degradation. It also discusses links to distribution challenge and development path, alongside early-phase trial and real-world evidence.",2025,Ligase biology,core,"E3 ligase selection in CRBN programs: study 413 [SEP] This study examines CRBN programs through recruiter choice, cell context, and selective degradation. It also discusses links to distribution challenge and development path, alongside early-phase trial and real-world evidence."
protac-landscape-x-0084,Integrated analysis of human dose projection with epigenetic regulators: study 84,"This paper links PK translation and dose projection to linker chemistry and degrader optimization. The framing emphasizes real-world evidence, early-phase trial, and clinical development across mixed translational contexts.",2025,PK and translation + Degrader chemistry,crossover,"Integrated analysis of human dose projection with epigenetic regulators: study 84 [SEP] This paper links PK translation and dose projection to linker chemistry and degrader optimization. The framing emphasizes real-world evidence, early-phase trial, and clinical development across mixed translational contexts."
protac-landscape-03-0361,Ternary complex modeling for cooperativity prediction: study 361,"This study examines cooperativity prediction through kinetic reasoning, binding geometry, and selectivity logic. It also discusses links to oral exposure and dose projection, alongside patient stratification and mechanism of resistance.",2022,Ternary complex,core,"Ternary complex modeling for cooperativity prediction: study 361 [SEP] This study examines cooperativity prediction through kinetic reasoning, binding geometry, and selectivity logic. It also discusses links to oral exposure and dose projection, alongside patient stratification and mechanism of resistance."
protac-landscape-r-0396,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics","This review connects linker chemistry, tissue dependence, kinetic reasoning, and development path. It frames the field around translational biomarker, dose optimization, clinical development, and portfolio review.",2021,review-like mixed corpus,review,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics [SEP] This review connects linker chemistry, tissue dependence, kinetic reasoning, and development path. It frames the field around translational biomarker, dose optimization, clinical development, and portfolio review."
protac-landscape-r-0104,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics","This review connects degrader optimization, ligase biology, cooperativity, and brain penetration. It frames the field around real-world evidence, mechanism of resistance, validation cohort, and portfolio review.",2023,review-like mixed corpus,review,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics [SEP] This review connects degrader optimization, ligase biology, cooperativity, and brain penetration. It frames the field around real-world evidence, mechanism of resistance, validation cohort, and portfolio review."
protac-landscape-03-0227,Ternary complex modeling for residence time: study 227,"This study examines residence time through selectivity logic, cooperativity, and structural model. It also discusses links to structure-activity relationship and warhead design, alongside patient stratification and portfolio review.",2020,Ternary complex,core,"Ternary complex modeling for residence time: study 227 [SEP] This study examines residence time through selectivity logic, cooperativity, and structural model. It also discusses links to structure-activity relationship and warhead design, alongside patient stratification and portfolio review."
protac-landscape-01-0297,Degrader design for kinase targets: study 297,"This study examines kinase targets through permeability challenge, degrader optimization, and structure-activity relationship. It also discusses links to distribution challenge and oral exposure, alongside validation cohort and early-phase trial.",2022,Degrader chemistry,core,"Degrader design for kinase targets: study 297 [SEP] This study examines kinase targets through permeability challenge, degrader optimization, and structure-activity relationship. It also discusses links to distribution challenge and oral exposure, alongside validation cohort and early-phase trial."
protac-landscape-03-0242,Ternary complex modeling for structural dynamics: study 242,"This study examines structural dynamics through binding geometry, selectivity logic, and structural model. It also discusses links to structure-activity relationship and chemical series, alongside translational biomarker and mechanism of resistance.",2023,Ternary complex,core,"Ternary complex modeling for structural dynamics: study 242 [SEP] This study examines structural dynamics through binding geometry, selectivity logic, and structural model. It also discusses links to structure-activity relationship and chemical series, alongside translational biomarker and mechanism of resistance."
protac-landscape-03-0006,Ternary complex modeling for structural dynamics: study 6,"This study examines structural dynamics through ternary complex, cooperativity, and structural model. It also discusses links to ligase biology and selective degradation, alongside translational biomarker and portfolio review.",2021,Ternary complex,core,"Ternary complex modeling for structural dynamics: study 6 [SEP] This study examines structural dynamics through ternary complex, cooperativity, and structural model. It also discusses links to ligase biology and selective degradation, alongside translational biomarker and portfolio review."
protac-landscape-04-0166,Exposure translation for brain-penetrant degraders: study 166,"This study examines brain-penetrant degraders through distribution challenge, oral exposure, and brain penetration. It also discusses links to warhead design and linker chemistry, alongside validation cohort and patient stratification.",2020,PK and translation,core,"Exposure translation for brain-penetrant degraders: study 166 [SEP] This study examines brain-penetrant degraders through distribution challenge, oral exposure, and brain penetration. It also discusses links to warhead design and linker chemistry, alongside validation cohort and patient stratification."
protac-landscape-02-0247,E3 ligase selection in DCAF strategies: study 247,"This study examines DCAF strategies through tissue dependence, ligase expression, and recruiter choice. It also discusses links to kinetic reasoning and binding geometry, alongside early-phase trial and clinical development.",2021,Ligase biology,core,"E3 ligase selection in DCAF strategies: study 247 [SEP] This study examines DCAF strategies through tissue dependence, ligase expression, and recruiter choice. It also discusses links to kinetic reasoning and binding geometry, alongside early-phase trial and clinical development."
protac-landscape-r-0352,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics","This review connects linker chemistry, recruiter choice, structural model, and development path. It frames the field around patient stratification, dose optimization, early-phase trial, and validation cohort.",2025,review-like mixed corpus,review,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics [SEP] This review connects linker chemistry, recruiter choice, structural model, and development path. It frames the field around patient stratification, dose optimization, early-phase trial, and validation cohort."
protac-landscape-01-0292,Degrader design for nuclear receptors: study 292,"This study examines nuclear receptors through linker chemistry, permeability challenge, and degrader optimization. It also discusses links to ligase expression and tissue dependence, alongside translational biomarker and clinical development.",2023,Degrader chemistry,core,"Degrader design for nuclear receptors: study 292 [SEP] This study examines nuclear receptors through linker chemistry, permeability challenge, and degrader optimization. It also discusses links to ligase expression and tissue dependence, alongside translational biomarker and clinical development."
protac-landscape-02-0282,E3 ligase selection in VHL recruiters: study 282,"This study examines VHL recruiters through ligase expression, tissue dependence, and cell context. It also discusses links to linker chemistry and degrader optimization, alongside patient stratification and clinical development.",2020,Ligase biology,core,"E3 ligase selection in VHL recruiters: study 282 [SEP] This study examines VHL recruiters through ligase expression, tissue dependence, and cell context. It also discusses links to linker chemistry and degrader optimization, alongside patient stratification and clinical development."
protac-landscape-x-0145,Integrated analysis of kinase targets with CRBN programs: study 145,"This paper links structure-activity relationship and chemical series to recruiter choice and tissue dependence. The framing emphasizes patient stratification, mechanism of resistance, and portfolio review across mixed translational contexts.",2020,Degrader chemistry + Ligase biology,crossover,"Integrated analysis of kinase targets with CRBN programs: study 145 [SEP] This paper links structure-activity relationship and chemical series to recruiter choice and tissue dependence. The framing emphasizes patient stratification, mechanism of resistance, and portfolio review across mixed translational contexts."
protac-landscape-01-0323,Degrader design for epigenetic regulators: study 323,"This study examines epigenetic regulators through permeability challenge, warhead design, and chemical series. It also discusses links to kinetic reasoning and cooperativity, alongside validation cohort and mechanism of resistance.",2024,Degrader chemistry,core,"Degrader design for epigenetic regulators: study 323 [SEP] This study examines epigenetic regulators through permeability challenge, warhead design, and chemical series. It also discusses links to kinetic reasoning and cooperativity, alongside validation cohort and mechanism of resistance."
protac-landscape-01-0299,Degrader design for epigenetic regulators: study 299,"This study examines epigenetic regulators through structure-activity relationship, chemical series, and warhead design. It also discusses links to structural model and kinetic reasoning, alongside validation cohort and clinical development.",2024,Degrader chemistry,core,"Degrader design for epigenetic regulators: study 299 [SEP] This study examines epigenetic regulators through structure-activity relationship, chemical series, and warhead design. It also discusses links to structural model and kinetic reasoning, alongside validation cohort and clinical development."
protac-landscape-03-0299,Ternary complex modeling for residence time: study 299,"This study examines residence time through kinetic reasoning, cooperativity, and structural model. It also discusses links to structure-activity relationship and degrader optimization, alongside translational biomarker and validation cohort.",2020,Ternary complex,core,"Ternary complex modeling for residence time: study 299 [SEP] This study examines residence time through kinetic reasoning, cooperativity, and structural model. It also discusses links to structure-activity relationship and degrader optimization, alongside translational biomarker and validation cohort."
protac-landscape-01-0195,Degrader design for epigenetic regulators: study 195,"This study examines epigenetic regulators through warhead design, chemical series, and degrader optimization. It also discusses links to dose projection and development path, alongside clinical development and patient stratification.",2022,Degrader chemistry,core,"Degrader design for epigenetic regulators: study 195 [SEP] This study examines epigenetic regulators through warhead design, chemical series, and degrader optimization. It also discusses links to dose projection and development path, alongside clinical development and patient stratification."
protac-landscape-01-0064,Degrader design for nuclear receptors: study 64,"This study examines nuclear receptors through structure-activity relationship, chemical series, and linker chemistry. It also discusses links to recruiter choice and ligase expression, alongside clinical development and early-phase trial.",2023,Degrader chemistry,core,"Degrader design for nuclear receptors: study 64 [SEP] This study examines nuclear receptors through structure-activity relationship, chemical series, and linker chemistry. It also discusses links to recruiter choice and ligase expression, alongside clinical development and early-phase trial."
protac-landscape-01-0394,Degrader design for transcription factors: study 394,"This study examines transcription factors through permeability challenge, linker chemistry, and degrader optimization. It also discusses links to ligase expression and ligase biology, alongside dose optimization and clinical development.",2023,Degrader chemistry,core,"Degrader design for transcription factors: study 394 [SEP] This study examines transcription factors through permeability challenge, linker chemistry, and degrader optimization. It also discusses links to ligase expression and ligase biology, alongside dose optimization and clinical development."
protac-landscape-02-0228,E3 ligase selection in ligase expression profiling: study 228,"This study examines ligase expression profiling through cell context, ligase biology, and recruiter choice. It also discusses links to degrader optimization and permeability challenge, alongside dose optimization and portfolio review.",2020,Ligase biology,core,"E3 ligase selection in ligase expression profiling: study 228 [SEP] This study examines ligase expression profiling through cell context, ligase biology, and recruiter choice. It also discusses links to degrader optimization and permeability challenge, alongside dose optimization and portfolio review."
protac-landscape-04-0084,Exposure translation for human dose projection: study 84,"This study examines human dose projection through distribution challenge, brain penetration, and dose projection. It also discusses links to binding geometry and structural model, alongside validation cohort and portfolio review.",2022,PK and translation,core,"Exposure translation for human dose projection: study 84 [SEP] This study examines human dose projection through distribution challenge, brain penetration, and dose projection. It also discusses links to binding geometry and structural model, alongside validation cohort and portfolio review."
protac-landscape-04-0048,Exposure translation for human dose projection: study 48,"This study examines human dose projection through oral exposure, dose projection, and development path. It also discusses links to selectivity logic and kinetic reasoning, alongside mechanism of resistance and portfolio review.",2022,PK and translation,core,"Exposure translation for human dose projection: study 48 [SEP] This study examines human dose projection through oral exposure, dose projection, and development path. It also discusses links to selectivity logic and kinetic reasoning, alongside mechanism of resistance and portfolio review."
protac-landscape-x-0426,Integrated analysis of VHL recruiters with residence time: study 426,"This paper links tissue dependence and selective degradation to cooperativity and structural model. The framing emphasizes dose optimization, portfolio review, and early-phase trial across mixed translational contexts.",2025,Ligase biology + Ternary complex,crossover,"Integrated analysis of VHL recruiters with residence time: study 426 [SEP] This paper links tissue dependence and selective degradation to cooperativity and structural model. The framing emphasizes dose optimization, portfolio review, and early-phase trial across mixed translational contexts."
protac-landscape-01-0015,Degrader design for epigenetic regulators: study 15,"This study examines epigenetic regulators through chemical series, structure-activity relationship, and linker chemistry. It also discusses links to distribution challenge and development path, alongside patient stratification and validation cohort.",2022,Degrader chemistry,core,"Degrader design for epigenetic regulators: study 15 [SEP] This study examines epigenetic regulators through chemical series, structure-activity relationship, and linker chemistry. It also discusses links to distribution challenge and development path, alongside patient stratification and validation cohort."
protac-landscape-r-0068,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics","This review connects chemical series, ligase expression, kinetic reasoning, and distribution challenge. It frames the field around patient stratification, translational biomarker, mechanism of resistance, and early-phase trial.",2023,review-like mixed corpus,review,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics [SEP] This review connects chemical series, ligase expression, kinetic reasoning, and distribution challenge. It frames the field around patient stratification, translational biomarker, mechanism of resistance, and early-phase trial."
protac-landscape-04-0101,Exposure translation for oral degraders: study 101,"This study examines oral degraders through dose projection, development path, and brain penetration. It also discusses links to selective degradation and ligase biology, alongside portfolio review and dose optimization.",2021,PK and translation,core,"Exposure translation for oral degraders: study 101 [SEP] This study examines oral degraders through dose projection, development path, and brain penetration. It also discusses links to selective degradation and ligase biology, alongside portfolio review and dose optimization."
protac-landscape-03-0091,Ternary complex modeling for residence time: study 91,"This study examines residence time through binding geometry, ternary complex, and selectivity logic. It also discusses links to dose projection and distribution challenge, alongside dose optimization and mechanism of resistance.",2022,Ternary complex,core,"Ternary complex modeling for residence time: study 91 [SEP] This study examines residence time through binding geometry, ternary complex, and selectivity logic. It also discusses links to dose projection and distribution challenge, alongside dose optimization and mechanism of resistance."
protac-landscape-x-0112,Integrated analysis of human dose projection with epigenetic regulators: study 112,"This paper links oral exposure and development path to chemical series and warhead design. The framing emphasizes molecular profiling, clinical development, and mechanism of resistance across mixed translational contexts.",2023,PK and translation + Degrader chemistry,crossover,"Integrated analysis of human dose projection with epigenetic regulators: study 112 [SEP] This paper links oral exposure and development path to chemical series and warhead design. The framing emphasizes molecular profiling, clinical development, and mechanism of resistance across mixed translational contexts."
protac-landscape-01-0204,Degrader design for nuclear receptors: study 204,"This study examines nuclear receptors through linker chemistry, structure-activity relationship, and degrader optimization. It also discusses links to brain penetration and dose projection, alongside clinical development and translational biomarker.",2025,Degrader chemistry,core,"Degrader design for nuclear receptors: study 204 [SEP] This study examines nuclear receptors through linker chemistry, structure-activity relationship, and degrader optimization. It also discusses links to brain penetration and dose projection, alongside clinical development and translational biomarker."
protac-landscape-x-0419,Integrated analysis of residence time with oral degraders: study 419,"This paper links binding geometry and cooperativity to PK translation and development path. The framing emphasizes validation cohort, real-world evidence, and portfolio review across mixed translational contexts.",2024,Ternary complex + PK and translation,crossover,"Integrated analysis of residence time with oral degraders: study 419 [SEP] This paper links binding geometry and cooperativity to PK translation and development path. The framing emphasizes validation cohort, real-world evidence, and portfolio review across mixed translational contexts."
protac-landscape-01-0153,Degrader design for kinase targets: study 153,"This study examines kinase targets through warhead design, permeability challenge, and structure-activity relationship. It also discusses links to development path and oral exposure, alongside dose optimization and portfolio review.",2022,Degrader chemistry,core,"Degrader design for kinase targets: study 153 [SEP] This study examines kinase targets through warhead design, permeability challenge, and structure-activity relationship. It also discusses links to development path and oral exposure, alongside dose optimization and portfolio review."
protac-landscape-r-0402,"Landscape review of transcription factors, DCAF strategies, and degradation selectivity","This review connects linker chemistry, ligase expression, structural model, and distribution challenge. It frames the field around molecular profiling, real-world evidence, mechanism of resistance, and early-phase trial.",2021,review-like mixed corpus,review,"Landscape review of transcription factors, DCAF strategies, and degradation selectivity [SEP] This review connects linker chemistry, ligase expression, structural model, and distribution challenge. It frames the field around molecular profiling, real-world evidence, mechanism of resistance, and early-phase trial."
protac-landscape-03-0360,Ternary complex modeling for degradation selectivity: study 360,"This study examines degradation selectivity through structural model, cooperativity, and binding geometry. It also discusses links to selective degradation and ligase biology, alongside translational biomarker and validation cohort.",2021,Ternary complex,core,"Ternary complex modeling for degradation selectivity: study 360 [SEP] This study examines degradation selectivity through structural model, cooperativity, and binding geometry. It also discusses links to selective degradation and ligase biology, alongside translational biomarker and validation cohort."
protac-landscape-02-0273,E3 ligase selection in CRBN programs: study 273,"This study examines CRBN programs through cell context, ligase expression, and recruiter choice. It also discusses links to warhead design and linker chemistry, alongside early-phase trial and translational biomarker.",2023,Ligase biology,core,"E3 ligase selection in CRBN programs: study 273 [SEP] This study examines CRBN programs through cell context, ligase expression, and recruiter choice. It also discusses links to warhead design and linker chemistry, alongside early-phase trial and translational biomarker."
protac-landscape-r-0179,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction","This review connects linker chemistry, ligase biology, cooperativity, and dose projection. It frames the field around translational biomarker, molecular profiling, early-phase trial, and clinical development.",2020,review-like mixed corpus,review,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction [SEP] This review connects linker chemistry, ligase biology, cooperativity, and dose projection. It frames the field around translational biomarker, molecular profiling, early-phase trial, and clinical development."
protac-landscape-03-0002,Ternary complex modeling for structural dynamics: study 2,"This study examines structural dynamics through cooperativity, structural model, and selectivity logic. It also discusses links to chemical series and linker chemistry, alongside portfolio review and translational biomarker.",2023,Ternary complex,core,"Ternary complex modeling for structural dynamics: study 2 [SEP] This study examines structural dynamics through cooperativity, structural model, and selectivity logic. It also discusses links to chemical series and linker chemistry, alongside portfolio review and translational biomarker."
protac-landscape-02-0219,E3 ligase selection in DCAF strategies: study 219,"This study examines DCAF strategies through ligase expression, ligase biology, and cell context. It also discusses links to structure-activity relationship and linker chemistry, alongside mechanism of resistance and clinical development.",2023,Ligase biology,core,"E3 ligase selection in DCAF strategies: study 219 [SEP] This study examines DCAF strategies through ligase expression, ligase biology, and cell context. It also discusses links to structure-activity relationship and linker chemistry, alongside mechanism of resistance and clinical development."
protac-landscape-02-0113,E3 ligase selection in CRBN programs: study 113,"This study examines CRBN programs through cell context, ligase biology, and tissue dependence. It also discusses links to oral exposure and brain penetration, alongside real-world evidence and early-phase trial.",2025,Ligase biology,core,"E3 ligase selection in CRBN programs: study 113 [SEP] This study examines CRBN programs through cell context, ligase biology, and tissue dependence. It also discusses links to oral exposure and brain penetration, alongside real-world evidence and early-phase trial."
protac-landscape-02-0343,E3 ligase selection in DCAF strategies: study 343,"This study examines DCAF strategies through ligase biology, cell context, and selective degradation. It also discusses links to binding geometry and cooperativity, alongside patient stratification and validation cohort.",2021,Ligase biology,core,"E3 ligase selection in DCAF strategies: study 343 [SEP] This study examines DCAF strategies through ligase biology, cell context, and selective degradation. It also discusses links to binding geometry and cooperativity, alongside patient stratification and validation cohort."
protac-landscape-01-0267,Degrader design for epigenetic regulators: study 267,"This study examines epigenetic regulators through structure-activity relationship, chemical series, and degrader optimization. It also discusses links to development path and oral exposure, alongside mechanism of resistance and dose optimization.",2022,Degrader chemistry,core,"Degrader design for epigenetic regulators: study 267 [SEP] This study examines epigenetic regulators through structure-activity relationship, chemical series, and degrader optimization. It also discusses links to development path and oral exposure, alongside mechanism of resistance and dose optimization."
protac-landscape-01-0052,Degrader design for nuclear receptors: study 52,"This study examines nuclear receptors through degrader optimization, structure-activity relationship, and warhead design. It also discusses links to recruiter choice and ligase expression, alongside patient stratification and real-world evidence.",2023,Degrader chemistry,core,"Degrader design for nuclear receptors: study 52 [SEP] This study examines nuclear receptors through degrader optimization, structure-activity relationship, and warhead design. It also discusses links to recruiter choice and ligase expression, alongside patient stratification and real-world evidence."
protac-landscape-03-0196,Ternary complex modeling for degradation selectivity: study 196,"This study examines degradation selectivity through ternary complex, cooperativity, and binding geometry. It also discusses links to oral exposure and brain penetration, alongside patient stratification and portfolio review.",2025,Ternary complex,core,"Ternary complex modeling for degradation selectivity: study 196 [SEP] This study examines degradation selectivity through ternary complex, cooperativity, and binding geometry. It also discusses links to oral exposure and brain penetration, alongside patient stratification and portfolio review."
